CEP;Rua;Bairro;Cidade;Latitude;Longitude
13473-151; Rua São Rafael; Vila Belvedere; Americana/SP;-22.730817;-47.3089709,17
13473-160; Rua São Vito; Vila Belvedere; Americana/SP;-22.723669;-47.3118695,18
13473-620; Avenida Affonso Pansan; Vila Bertini; Americana/SP;-22.723173;-47.2965564,17
13473-500; Avenida Carmela Fae Ardito; Vila Bertini; Americana/SP;-22.7224487;-47.3023431,16
13473-470; Avenida Letícia Cia Boer; Vila Bertini; Americana/SP;-22.7230558;-47.2992414,17
13473-520; Avenida Maria Luiza Urban Calligaris; Vila Bertini; Americana/SP;-22.7234607;-47.3048716,16
13473-625; Avenida Nicolau João Abdalla; Vila Bertini; Americana/SP;-22.7050759;-47.3179688,15
13473-510; Rua Agenor Faion; Vila Bertini; Americana/SP;-22.7229642;-47.3012052,17
13473-450; Rua Alexandre Rondelli; Vila Bertini; Americana/SP;-22.7240577;-47.2991761,18
13473-461; Rua André Stokovic; Vila Bertini; Americana/SP;-22.7253369;-47.2995619,17
13473-580; Rua Antônio Escoriza; Vila Bertini; Americana/SP;-22.7210934;-47.300367,18
13473-424; Rua Antônio Fernandes Moreno; Vila Bertini; Americana/SP;-22.7214022;-47.3143856,15
13473-490; Rua Armando Calligaris; Vila Bertini; Americana/SP;-22.7220544;-47.2967318,18
13473-431; Rua Avelino Silveiro; Vila Bertini; Americana/SP;-22.7223835;-47.3040728,17
13473-570; Rua Basílio Dias; Vila Bertini; Americana/SP;-22.7217424;-47.3005519,18
13473-600; Rua Egisto Milani; Vila Bertini; Americana/SP;-22.719819;-47.3013455,17
13473-560; Rua Ermínio Pegorari; Vila Bertini; Americana/SP;-22.7222311;-47.3000777,18
13473-630; Rua Francisco de Cillo; Vila Bertini; Americana/SP;-22.7261318;-47.3038687,17
13473-420; Rua Francisco Galassi; Vila Bertini; Americana/SP;-22.723937;-47.3033835,18
13473-370; Rua Francisco Garbo; Vila Bertini; Americana/SP;-22.7214129;-47.3108263,16
13473-432; Rua Giocondo Rosalem; Vila Bertini; Americana/SP;-22.722867;-47.3037239,17
13473-430; Rua Jácomo Calheiros; Vila Bertini; Americana/SP;-22.7243003;-47.303665,17
13473-590; Rua João Crivelani; Vila Bertini; Americana/SP;-22.7205822;-47.3006076,18
13473-440; Rua João Damiani; Vila Bertini; Americana/SP;-22.7234635;-47.3047411,17
13473-610; Rua João Pádula; Vila Bertini; Americana/SP;-22.7196606;-47.3003981,18
13473-443; Rua Joaquim Verdegay; Vila Bertini; Americana/SP;-22.7243557;-47.3029485,17
13473-550; Rua José Campana; Vila Bertini; Americana/SP;-22.722773;-47.299853,18
13473-441; Rua José Romeiro Pereira; Vila Bertini; Americana/SP;-22.721619;-47.30515,17
13473-442; Rua Laura Scanavack Bonin; Vila Bertini; Americana/SP;-22.7220049;-47.3047499,17
13473-530; Rua Osvaldo Milani; Vila Bertini; Americana/SP;-22.7233287;-47.2997313,18
13473-460; Rua Oswaldo Scomparim; Vila Bertini; Americana/SP;-22.7250564;-47.2998524,17
13473-540; Rua Pedro Furlan; Vila Bertini; Americana/SP;-22.723891;-47.2995035,18
13473-493; Rua Victorio Pertile; Vila Bertini; Americana/SP;-22.7182572;-47.2992414,17
13473-480; Rua Virgínio Meneghel; Vila Bertini; Americana/SP;-22.7233536;-47.2967363,18
13466-709; Praça Presidente J K; Vila Biasi; Americana/SP;-22.7233536;
13466-700; Rua da Prata; Vila Biasi; Americana/SP;-22.7588543;-47.3330324,17
13466-703; Rua das Tílias; Vila Biasi; Americana/SP;-22.757215;-47.3327233,17
13466-701; Rua do Alumínio; Vila Biasi; Americana/SP;-22.7573049;-47.3304139,17
13466-706; Rua do Cobre; Vila Biasi; Americana/SP;-22.7582275;-47.3303234,17
13466-705; Rua do Manganês; Vila Biasi; Americana/SP;-22.7580748;-47.3312641,17
13466-704; Rua do Ouro; Vila Biasi; Americana/SP;-22.7588865;-47.3314499,17
13466-707; Rua do Urânio; Vila Biasi; Americana/SP;-22.7576855;-47.3298648,17
13466-702; Rua dos Diamantes; Vila Biasi; Americana/SP;-22.7576304;-47.3307855,17
13474-020; Avenida Suzimara de Lourdes Bazanelli; Vila Conquista; Americana/SP;-22.71573;-47.2901164,17
13474-026; Rua Antonia Vello Porto; Vila Conquista; Americana/SP;-22.7175294;-47.2916959,17
13474-023; Rua Maria José Romano; Vila Conquista; Americana/SP;-22.7177023;-47.2920835,17
13472-520; Avenida da Saudade; Vila Cordenonsi; Americana/SP;-22.733096;-47.3287095,16
13472-529; Praça Doutor Fernando Costa; Vila Cordenonsi; Americana/SP;-22.7308916;-47.3217901,18
13472-422; Rua Antonio Simão de Souza; Vila Cordenonsi; Americana/SP;-22.7280014;-47.3280468,17
13472-532; Rua Benjamin Batista; Vila Cordenonsi; Americana/SP;-22.7325925;-47.3291725,17
13472-560; Rua Carioba; Vila Cordenonsi; Americana/SP;-22.7248806;-47.3366792,15
13472-531; Rua Carlos Chagas; Vila Cordenonsi; Americana/SP;-22.7327645;-47.3281759,17
13472-550; Rua Diogo de Faria; Vila Cordenonsi; Americana/SP;-22.7311739;-47.3291059,17
13472-510; Rua dos Estudantes; Vila Cordenonsi; Americana/SP;-22.7307;-47.3246393,17
13472-460; Rua Flávio Lopes; Vila Cordenonsi; Americana/SP;-22.7283788;-47.3273137,17
13472-470; Rua Henrique Cordenonsi; Vila Cordenonsi; Americana/SP;-22.7274345;-47.3242139,17
13472-490; Rua Maestro Sílvio Bianchi; Vila Cordenonsi; Americana/SP;-22.7307471;-47.3262559,17
13472-440; Rua Osvaldo Cruz; Vila Cordenonsi; Americana/SP;-22.729199;-47.3251375,17
13472-420; Rua Paulo Chinelato; Vila Cordenonsi; Americana/SP;-22.7288284;-47.3255524,17
13472-430; Rua Primeiro de Maio; Vila Cordenonsi; Americana/SP;-22.7280149;-47.325159,17
13472-530; Rua Professor Francisco de Castro; Vila Cordenonsi; Americana/SP;-22.7324415;-47.3267159,18
13472-500; Rua Professor Ignácio Dias Leme; Vila Cordenonsi; Americana/SP;-22.7314565;-47.326976,17
13472-450; Rua Professor Miguel Couto; Vila Cordenonsi; Americana/SP;-22.7284681;-47.328698,16
13472-480; Rua Roque Faraone; Vila Cordenonsi; Americana/SP;-22.7300389;-47.3257982,17
13472-540; Rua Torres Homem; Vila Cordenonsi; Americana/SP;-22.7328502;-47.330544,17
13469-293; Avenida da Amizade; Vila Dainese; Americana/SP;-22.7271539;-47.3715766,15
13469-521; Avenida Jaguari; Vila Dainese; Americana/SP;-22.7271539;
13469-290; Avenida Marginal Um; Vila Dainese; Americana/SP;-22.784325;-47.3130668,17
13469-500; Avenida Tietê; Vila Dainese; Americana/SP;-22.7239332;-47.3554238,18
13469-295; Rua Amélia Bérgamo Nardini; Vila Dainese; Americana/SP;-22.7255412;-47.3634405,17
13469-250; Rua Ângelo Olivieri; Vila Dainese; Americana/SP;-22.7365679;-47.3546947,18
13469-520; Rua Camandocaia; Vila Dainese; Americana/SP;-22.7259348;-47.3573229,17
13469-513; Rua Camaqua; Vila Dainese; Americana/SP;-22.7265524;-47.3581714,17
13469-470; Rua Capiberibe; Vila Dainese; Americana/SP;-22.7300283;-47.359136,17
13469-292; Rua Enzo Jurgensen; Vila Dainese; Americana/SP;-22.7289421;-47.3628288,17
13469-240; Rua Fioravante Chinelatto; Vila Dainese; Americana/SP;-22.7367907;-47.3556454,18
13469-230; Rua Francisco Corat; Vila Dainese; Americana/SP;-22.7363592;-47.3584957,17
13469-220; Rua Francisco Giongo; Vila Dainese; Americana/SP;-22.7366168;-47.3574923,17
13469-210; Rua Frei de Mont Alverne; Vila Dainese; Americana/SP;-22.7375967;-47.3571536,17
13469-532; Rua Grajaú; Vila Dainese; Americana/SP;-22.7235584;-47.3584572,17
13469-511; Rua Guaíba; Vila Dainese; Americana/SP;-22.7258929;-47.3593065,17
13469-531; Rua Guapeva; Vila Dainese; Americana/SP;-22.7245354;-47.357259,18
13469-514; Rua Jaguarão; Vila Dainese; Americana/SP;-22.7255914;-47.3567824,18
13469-305; Rua João Batista Bazanelli; Vila Dainese; Americana/SP;-22.723715;-47.359255,17
13469-200; Rua Joaquim Puppo; Vila Dainese; Americana/SP;-22.7372704;-47.3555549,17
13469-262; Rua José Zanetti; Vila Dainese; Americana/SP;-22.7369353;-47.3542644,17
13469-510; Rua Miranda; Vila Dainese; Americana/SP;-22.7280745;-47.3597376,17
13469-291; Rua Monsenhor Bruno Nardini; Vila Dainese; Americana/SP;-22.7266862;-47.3628267,17
13469-471; Rua Paranapanema; Vila Dainese; Americana/SP;-22.7315797;-47.3601359,17
13469-515; Rua Paraopeba; Vila Dainese; Americana/SP;-22.7245839;-47.3567599,18
13469-512; Rua Parnaíba; Vila Dainese; Americana/SP;-22.7283782;-47.3584521,17
13469-261; Rua Pedro Sporcatto; Vila Dainese; Americana/SP;-22.7367367;-47.3535886,18
13469-480; Rua Potengi; Vila Dainese; Americana/SP;-22.7283169;-47.36004,16
13469-294; Rua Salvador Orlando; Vila Dainese; Americana/SP;-22.7271414;-47.3609296,18
13469-530; Rua Taquari; Vila Dainese; Americana/SP;-22.7231342;-47.3566472,18
13465-799; Praça das Nações; Vila Frezzarim; Americana/SP;-22.746357;-47.3499574,17
13465-793; Rua Colômbia; Vila Frezzarim; Americana/SP;-22.8418184;-47.3624438,11
13465-791; Rua Equador; Vila Frezzarim; Americana/SP;-22.7476695;-47.34824,17
13465-780; Rua México; Vila Frezzarim; Americana/SP;-22.7473719;-47.348679,16
13465-800; Rua São Salvador; Vila Frezzarim; Americana/SP;-22.7488839;-47.3538134,16
13465-790; Rua Suriname; Vila Frezzarim; Americana/SP;-22.7499422;-47.347641,17
13465-792; Rua Venezuela; Vila Frezzarim; Americana/SP;-22.7480908;-47.3494839,17
13466-390; Avenida Prefeito Abdo Najar; Vila Galo; Americana/SP;-22.7548294;-47.3366236,15
13466-380; Rua Humaitá; Vila Galo; Americana/SP;-22.7542045;-47.3291126,17
13466-340; Rua Padre Avelino Canazza; Vila Galo; Americana/SP;-22.7519925;-47.3294155,17
13466-360; Rua Paissandu; Vila Galo; Americana/SP;-22.7526189;-47.3288035,17
13466-370; Rua Tamandaré; Vila Galo; Americana/SP;-22.7535851;-47.3280415,18
13478-540; Avenida Nossa Senhora de Fátima; Vila Israel; Americana/SP;-22.7425653;-47.3192744,15
13478-530; Avenida Ricieri Covessi; Vila Israel; Americana/SP;-22.7425653;
13478-531; Rua Pastor Lázaro de Campos; Vila Israel; Americana/SP;-22.7454712;-47.3108524,17
13478-520; Rua Romano Nardini; Vila Israel; Americana/SP;-22.7440164;-47.310825,18
13465-569; Praça Antônio Fae; Vila Jones; Americana/SP;-22.7433241;-47.3444783,17
13465-549; Praça Manoel de Abreu; Vila Jones; Americana/SP;-22.7433241;
13465-550; Rua Fagundes Varella; Vila Jones; Americana/SP;-22.740196;-47.3435659,17
13465-560; Rua Florindo Cibin; Vila Jones; Americana/SP;-22.7469194;-47.3427725,16
13465-540; Rua Guilherme de Almeida; Vila Jones; Americana/SP;-22.7397511;-47.3448938,17
13465-555; Rua Licínio Pinto Sério; Vila Jones; Americana/SP;-22.7397511;
13469-009; Praça Tia Inês; Vila Louricilda; Americana/SP;-22.7433292;-47.3481479,17
13469-010; Rua Alexandre Herculano; Vila Louricilda; Americana/SP;-22.7442585;-47.3494409,17
13469-020; Rua Almeida Garret; Vila Louricilda; Americana/SP;-22.7447331;-47.3493069,18
13469-030; Rua Antônio Feliciano Castilho; Vila Louricilda; Americana/SP;-22.7437905;-47.349254,18
13469-001; Rua Camilo Castelo Branco; Vila Louricilda; Americana/SP;-22.7446865;-47.3475529,17
13469-002; Rua Michel David; Vila Louricilda; Americana/SP;-22.7443313;-47.3480837,18
13469-000; Rua Padre Antônio Vieira; Vila Louricilda; Americana/SP;-22.7441451;-47.3490335,17
13473-299; Praça Recanto do Viver; Vila Margarida; Americana/SP;-22.7424046;
13473-291; Rua Antônio Foffa; Vila Margarida; Americana/SP;-22.7243315;-47.3122674,17
13473-290; Rua Arthur Worschec; Vila Margarida; Americana/SP;-22.7236346;-47.3090991,17
13473-293; Rua Professor José da Cunha Raposo; Vila Margarida; Americana/SP;-22.7229356;-47.3123266,17
13473-292; Rua Um; Vila Margarida; Americana/SP;-23.9687619;-46.4145943,17
13473-300; Rua Vécio José Alves; Vila Margarida; Americana/SP;-22.7223925;-47.309319,17
13473-400; Rua Antônio Fernandes Moreno; Vila Mariana; Americana/SP;-22.7205869;-47.3096519,16
13473-380; Rua Doutor Roberto Norris; Vila Mariana; Americana/SP;-22.7176514;-47.3081901,18
13473-390; Rua Fernando Luiz Baldin; Vila Mariana; Americana/SP;-22.7210954;-47.3101569,16
13473-410; Rua Jorge F. Gustavo Berggren; Vila Mariana; Americana/SP;-22.7210665;-47.3085383,16
13473-381; Rua Luiz Mazoli; Vila Mariana; Americana/SP;-22.7162805;-47.3092924,17
13465-573; Rua Álvares de Azevedo; Vila Massucheto; Americana/SP;-22.7425533;-47.3472136,17
13465-570; Rua Casemiro de Abreu; Vila Massucheto; Americana/SP;-22.7425255;-47.3457014,17
13465-580; Rua Frederico Polo; Vila Massucheto; Americana/SP;-22.7416437;-47.3450402,17
13465-581; Rua Machado de Assis; Vila Massucheto; Americana/SP;-22.7420696;-47.3461752,17
13465-571; Rua Martins Fontes; Vila Massucheto; Americana/SP;-22.740674;-47.346529,17
13465-572; Rua Monteiro Lobato; Vila Massucheto; Americana/SP;-22.7424464;-47.3457294,18
13467-325; Rua das Arapongas; Vila Mathiesen; Americana/SP;-22.7690899;-47.33204,18
13467-301; Rua das Araras; Vila Mathiesen; Americana/SP;-22.7673082;-47.3303492,18
13467-322; Rua das Cotovias; Vila Mathiesen; Americana/SP;-22.7695544;-47.3317625,18
13467-323; Rua das Garças; Vila Mathiesen; Americana/SP;-22.770701;-47.3336514,18
13467-312; Rua das Graúnas; Vila Mathiesen; Americana/SP;-22.7692601;-47.329043,17
13467-311; Rua das Jandaias; Vila Mathiesen; Americana/SP;-22.7681825;-47.3295859,17
13467-310; Rua das Seriemas; Vila Mathiesen; Americana/SP;-22.7651474;-47.3316718,16
13467-320; Rua dos Bem-Te-Vis; Vila Mathiesen; Americana/SP;-23.1542422;-46.711266,18
13467-305; Rua dos Buritis; Vila Mathiesen; Americana/SP;-22.7663195;-47.3286805,18
13467-300; Rua dos Canários; Vila Mathiesen; Americana/SP;-22.7685728;-47.3299009,18
13467-303; Rua dos Colibris; Vila Mathiesen; Americana/SP;-22.7642188;-47.3331968,16
13467-321; Rua dos Curiós; Vila Mathiesen; Americana/SP;-22.7702426;-47.3307618,17
13467-306; Rua dos Faisões; Vila Mathiesen; Americana/SP;-22.7665529;-47.3291835,18
13467-340; Rua dos Narcisos; Vila Mathiesen; Americana/SP;-22.7680359;-47.3319429,18
13467-302; Rua dos Patativas; Vila Mathiesen; Americana/SP;-22.7671071;-47.3303492,18
13467-324; Rua dos Pintassilgos; Vila Mathiesen; Americana/SP;-22.7697119;-47.3321836,18
13467-304; Rua dos Sabiás; Vila Mathiesen; Americana/SP;-22.7687863;-47.3309973,17
13467-330; Rua dos Tucanos; Vila Mathiesen; Americana/SP;-22.7688649;-47.3326531,18
13467-326; Rua Rouxinol; Vila Mathiesen; Americana/SP;-22.7708495;-47.3320383,17
13465-240; Avenida Brasil; Vila Medon; Americana/SP;-22.7447154;-47.3357929,17
13465-190; Rua Achiles Zanaga; Vila Medon; Americana/SP;-22.7479315;-47.3371314,17
13465-180; Rua Ângelo Orlando; Vila Medon; Americana/SP;-22.746862;-47.3365669,18
13465-200; Rua Antônio Frezarin; Vila Medon; Americana/SP;-22.7493585;-47.3367544,17
13465-230; Rua Florindo Cibin; Vila Medon; Americana/SP;-22.7115595;-47.356264,17
13465-160; Rua Fortunato Basseto; Vila Medon; Americana/SP;-22.7466125;-47.3365804,17
13465-210; Rua Juvêncio de Almeida; Vila Medon; Americana/SP;-22.748176;-47.3350409,17
13465-220; Rua Luiz Adami; Vila Medon; Americana/SP;-22.74931;-47.3369698,17
13465-170; Rua Niels Nielsen; Vila Medon; Americana/SP;-22.7467269;-47.3371184,17
13465-221; Travessa Luiz Adami; Vila Medon; Americana/SP;-22.7491418;-47.3369009,17
13465-222; Travessa Presidente Vargas; Vila Medon; Americana/SP;-22.7456696;-47.3375176,16
13468-603; Rua do Alumínio; Vila Molon; Americana/SP;-22.7542969;-47.372191,15
13468-600; Rua do Chumbo; Vila Molon; Americana/SP;-22.7533181;-47.3715959,15
13468-601; Rua do Estanho; Vila Molon; Americana/SP;-22.750628;-47.3722015,15
13468-590; Rua Iacanga; Vila Molon; Americana/SP;-22.7540769;-47.3706838,15
13468-591; Rua Jorge Fernandes; Vila Molon; Americana/SP;-22.7613572;-47.3615413,18
13478-640; Avenida da Saúde; Vila Nossa Senhora de Fátima; Americana/SP;-22.7386026;-47.3148493,16
13478-580; Avenida Paulista; Vila Nossa Senhora de Fátima; Americana/SP;-22.7376862;-47.3229666,16
13478-635; Rua Aracaju; Vila Nossa Senhora de Fátima; Americana/SP;-22.735489;-47.3143535,17
13478-620; Rua Belém; Vila Nossa Senhora de Fátima; Americana/SP;-22.7379105;-47.3147869,17
13478-571; Rua Ceará; Vila Nossa Senhora de Fátima; Americana/SP;-20.0417069;-47.7628569,18
13478-670; Rua Cuiabá; Vila Nossa Senhora de Fátima; Americana/SP;-22.7401895;-47.3114253,17
13478-661; Rua Curitiba; Vila Nossa Senhora de Fátima; Americana/SP;-22.740927;-47.3123615,17
13478-630; Rua Fortaleza; Vila Nossa Senhora de Fátima; Americana/SP;-22.7373424;-47.3145064,17
13478-660; Rua Goiânia; Vila Nossa Senhora de Fátima; Americana/SP;-22.7396994;-47.3124155,17
13478-610; Rua João Pessoa; Vila Nossa Senhora de Fátima; Americana/SP;-22.7360162;-47.3136087,18
13478-600; Rua Maceió; Vila Nossa Senhora de Fátima; Americana/SP;-22.7371699;-47.314509,18
13478-636; Rua Manaus; Vila Nossa Senhora de Fátima; Americana/SP;-23.459043;-46.5074243,17
13478-650; Rua Natal; Vila Nossa Senhora de Fátima; Americana/SP;-22.7384759;-47.3158722,16
13478-560; Rua Paraná; Vila Nossa Senhora de Fátima; Americana/SP;-22.7402284;-47.3217603,16
13478-570; Rua Pernambuco; Vila Nossa Senhora de Fátima; Americana/SP;-22.7388864;-47.3277467,15
13478-651; Rua Porto Alegre; Vila Nossa Senhora de Fátima; Americana/SP;-22.7402759;-47.3132973,17
13478-601; Rua Recife; Vila Nossa Senhora de Fátima; Americana/SP;-22.7367085;-47.3166359,17
13478-550; Rua Sergipe; Vila Nossa Senhora de Fátima; Americana/SP;-22.7367085;
13478-590; Rua Terezina; Vila Nossa Senhora de Fátima; Americana/SP;-22.7361156;-47.317074,17
13478-641; Rua Vitória; Vila Nossa Senhora de Fátima; Americana/SP;-22.736497;-47.3131979,17
13469-097; Rua Augusto Sacratin; Vila Omar; Americana/SP;-22.7432232;-47.3567017,17
13469-098; Rua Domingos Justo; Vila Omar; Americana/SP;-22.740662;-47.357139,17
13469-095; Rua Egito; Vila Omar; Americana/SP;-22.741906;-47.3563569,17
13469-100; Rua Hermes Fontes; Vila Omar; Americana/SP;-22.7393385;-47.3548122,18
13469-091; Rua Iraque; Vila Omar; Americana/SP;-22.7430075;-47.3540319,17
13469-090; Rua Israel; Vila Omar; Americana/SP;-22.7424833;-47.3545742,18
13469-092; Rua Líbano; Vila Omar; Americana/SP;-22.7430655;-47.3536574,18
13469-096; Rua Líbia; Vila Omar; Americana/SP;-22.7419285;-47.357301,17
13469-101; Rua Otávio Drem; Vila Omar; Americana/SP;-22.7407398;-47.3548122,18
13469-093; Rua Síria; Vila Omar; Americana/SP;-22.7427059;-47.3554404,17
13469-094; Rua Turquia; Vila Omar; Americana/SP;-22.7423075;-47.3559029,17
13465-100; Avenida de Cillo; Vila Pavan; Americana/SP;-22.7640479;-47.3442308,17
13465-109; Praça dos Expedicionários; Vila Pavan; Americana/SP;-22.7463084;-47.3321836,18
13465-120; Rua Domingos Nardini; Vila Pavan; Americana/SP;-22.7457615;-47.3336982,18
13465-130; Rua Gabriel Idálio de Camargo; Vila Pavan; Americana/SP;-22.7459724;-47.332668,18
13465-140; Rua Gonçalves Dias; Vila Pavan; Americana/SP;-22.7457155;-47.3362464,17
13465-110; Rua Luiz Delbem; Vila Pavan; Americana/SP;-22.7451734;-47.3328918,18
13465-090; Rua Padre Anchieta; Vila Pavan; Americana/SP;-22.745817;-47.3298215,18
13465-150; Rua Presidente Vargas; Vila Pavan; Americana/SP;-22.7457162;-47.3375176,16
13465-111; Travessa Luiz Delbem; Vila Pavan; Americana/SP;-22.745383;-47.3330004,17
13465-353; Avenida Nove de Julho; Vila Rehder; Americana/SP;-22.734342;-47.3436571,15
13465-420; Avenida Rafael Vitta; Vila Rehder; Americana/SP;-22.7359762;-47.3525857,15
13465-330; Rua Affonso Giordano; Vila Rehder; Americana/SP;-22.7448875;-47.338332,17
13465-400; Rua Álvaro Ribeiro; Vila Rehder; Americana/SP;-22.7365;-47.336479,17
13465-380; Rua Capitão Sebastião Antas; Vila Rehder; Americana/SP;-22.7382762;-47.3386795,17
13465-410; Rua Comendador Müller; Vila Rehder; Americana/SP;-22.7357249;-47.3362319,17
13465-350; Rua Doutor Cândido Cruz; Vila Rehder; Americana/SP;-22.7382249;-47.3381058,16
13465-370; Rua Doutor Cícero Jones; Vila Rehder; Americana/SP;-22.736516;-47.3376649,17
13465-351; Rua Doutor Gastão Vidigal; Vila Rehder; Americana/SP;-22.7347111;-47.3365283,17
13465-360; Rua Ipiranga; Vila Rehder; Americana/SP;-22.736906;-47.3366505,17
13465-340; Rua José Ferreira Aranha; Vila Rehder; Americana/SP;-22.7431675;-47.3355085,18
13465-390; Rua Major Rehder; Vila Rehder; Americana/SP;-22.7374915;-47.3382105,17
13471-790; Avenida Carmine Feola; Vila Rio Branco; Americana/SP;-22.7323725;-47.3514149,17
13471-800; Rua Florindo Cibin; Vila Rio Branco; Americana/SP;-22.7321267;-47.3487595,17
13466-280; Rua Abolição; Vila Santa Catarina; Americana/SP;-22.7504534;-47.3337159,16
13466-323; Rua Antônio Galvão Cezarino Leite; Vila Santa Catarina; Americana/SP;-22.7512825;-47.3338239,17
13466-310; Rua Ari Meireles; Vila Santa Catarina; Americana/SP;-22.7503948;-47.3322921,16
13466-322; Rua Benvenuto Colbachini; Vila Santa Catarina; Americana/SP;-22.753792;-47.3324849,17
13466-270; Rua Capitão Manoel dos Santos Sobrinho; Vila Santa Catarina; Americana/SP;-22.748252;-47.3253459,18
13466-327; Rua Dom Bosco; Vila Santa Catarina; Americana/SP;-22.7550368;-47.3368797,16
13466-330; Rua Doze de Outubro; Vila Santa Catarina; Americana/SP;-22.7504379;-47.3347269,16
13466-320; Rua Duque de Caxias; Vila Santa Catarina; Americana/SP;-22.7505095;-47.3334493,16
13466-240; Rua Itororó; Vila Santa Catarina; Americana/SP;-22.7475057;-47.3316368,17
13466-326; Rua Josias Silveira Camargo; Vila Santa Catarina; Americana/SP;-22.7525635;-47.334248,17
13466-321; Rua Padre Manoel da Nóbrega; Vila Santa Catarina; Americana/SP;-22.7520305;-47.3352678,16
13466-300; Rua Quintino Bocaiúva; Vila Santa Catarina; Americana/SP;-22.7498347;-47.3362261,15
13466-290; Rua Riachuelo; Vila Santa Catarina; Americana/SP;-22.7514874;-47.3332287,16
13466-250; Rua Tamoio; Vila Santa Catarina; Americana/SP;-22.7477125;-47.333305,16
13466-260; Rua Tuiuti; Vila Santa Catarina; Americana/SP;-22.7488249;-47.3335144,16
13466-324; Travessa Antônio Galvão Cezarino Leite; Vila Santa Catarina; Americana/SP;-22.750613;-47.3342034,17
13466-291; Travessa Riachuelo; Vila Santa Catarina; Americana/SP;-22.7508991;-47.3273569,17
13469-053; Rua Alberto de Oliveira; Vila Santa Inês; Americana/SP;-22.7427316;-47.3499828,17
13469-051; Rua Bernardo Guimarães; Vila Santa Inês; Americana/SP;-22.7426489;-47.348561,17
13469-040; Rua Manoel Bandeira; Vila Santa Inês; Americana/SP;-22.7429516;-47.3482313,18
13469-060; Rua Olegário Mariano; Vila Santa Inês; Americana/SP;-22.7431334;-47.3512061,17
13469-050; Rua Paulo Setúbal; Vila Santa Inês; Americana/SP;-22.7427315;-47.3487595,17
13469-052; Rua Raul Pompéia; Vila Santa Inês; Americana/SP;-22.7423264;-47.3490093,17
13471-660; Avenida Europa; Vila Santa Maria; Americana/SP;-22.7261679;-47.3470419,16
13471-690; Rua Albânia; Vila Santa Maria; Americana/SP;-22.7277201;-47.3444783,17
13471-680; Rua Alemanha; Vila Santa Maria; Americana/SP;-22.725315;-47.3408091,17
13471-611; Rua Antônio Zanaga; Vila Santa Maria; Americana/SP;-22.7279802;-47.3375699,17
13471-620; Rua Áustria; Vila Santa Maria; Americana/SP;-22.7258487;-47.3415767,17
13471-731; Rua Bélgica; Vila Santa Maria; Americana/SP;-22.7298838;-47.3439998,17
13471-740; Rua Bulgária; Vila Santa Maria; Americana/SP;-22.7306755;-47.3433373,17
13471-741; Rua do Vaticano; Vila Santa Maria; Americana/SP;-22.7299222;-47.3444139,18
13471-612; Rua Dona Amabile Boer; Vila Santa Maria; Americana/SP;-22.7273461;-47.3380147,17
13471-613; Rua Espanha; Vila Santa Maria; Americana/SP;-22.7263775;-47.3402895,16
13471-720; Rua Finlândia; Vila Santa Maria; Americana/SP;-22.7268234;-47.3461575,18
13471-650; Rua França; Vila Santa Maria; Americana/SP;-22.7264345;-47.3437869,17
13471-721; Rua Grécia; Vila Santa Maria; Americana/SP;-22.7282479;-47.3463229,17
13471-730; Rua Hungria; Vila Santa Maria; Americana/SP;-22.7295251;-47.3463132,17
13471-630; Rua Inglaterra; Vila Santa Maria; Americana/SP;-22.7253174;-47.3426437,17
13471-760; Rua Irlanda; Vila Santa Maria; Americana/SP;-22.7299245;-47.3475362,17
13471-710; Rua Iugoslávia; Vila Santa Maria; Americana/SP;-22.7271223;-47.346313,17
13471-780; Rua Luxemburgo; Vila Santa Maria; Americana/SP;-22.7301253;-47.3487595,17
13471-750; Rua Mônaco; Vila Santa Maria; Americana/SP;-22.72858;-47.3470842,17
13471-615; Rua Portugal; Vila Santa Maria; Americana/SP;-22.7255135;-47.3421612,16
13471-742; Rua Rumania; Vila Santa Maria; Americana/SP;-22.7299706;-47.3456684,17
13471-770; Rua Rússia; Vila Santa Maria; Americana/SP;-22.730203;-47.3478753,17
13471-610; Rua Suécia; Vila Santa Maria; Americana/SP;-22.7248145;-47.3413549,17
13471-700; Rua Suíça; Vila Santa Maria; Americana/SP;-22.7284785;-47.3452269,17
13465-771; Rua Costa Rica; Vila Santo Antônio; Americana/SP;-22.7488234;-47.3430565,17
13465-773; Rua Cuba; Vila Santo Antônio; Americana/SP;-22.7481412;-47.3486606,16
13465-761; Rua Guatemala; Vila Santo Antônio; Americana/SP;-22.7505094;-47.345922,17
13465-772; Rua Honduras; Vila Santo Antônio; Americana/SP;-22.7490877;-47.3447787,17
13465-760; Rua Peru; Vila Santo Antônio; Americana/SP;-22.7483042;-47.3466105,17
13466-509; Praça Baptista Frezzarim; Vila São Pedro; Americana/SP;-22.7483042;
13466-460; Rua das Tamaras; Vila São Pedro; Americana/SP;-22.7539125;-47.3366089,17
13466-450; Rua Domingos Sávio; Vila São Pedro; Americana/SP;-22.7534484;-47.3358259,17
13466-470; Rua dos Jambeiros; Vila São Pedro; Americana/SP;-22.7544502;-47.3362274,18
13466-480; Rua dos Marmelos; Vila São Pedro; Americana/SP;-22.754998;-47.336835,18
13466-490; Rua Doutor Angelino Sanches; Vila São Pedro; Americana/SP;-22.7539452;-47.3352541,17
